,Unnamed,UNIT,DATEn,TIMEn,Hour,DESCn,ENTRIESn_hourly,EXITSn_hourly,maxpressurei,maxdewpti,mindewpti,minpressurei,meandewpti,meanpressurei,fog,rain,meanwindspdi,mintempi,meantempi,maxtempi,precipi,thunder
11089,11089,R361,2011-05-03,05:00:00,5,REGULAR,134.0,98.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11090,11090,R361,2011-05-03,07:15:00,7,REGULAR,744.0,110.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11091,11091,R361,2011-05-03,09:00:00,9,REGULAR,3424.0,666.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11092,11092,R361,2011-05-03,13:00:00,13,REGULAR,1231.0,485.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11093,11093,R361,2011-05-03,13:12:44,13,REGULAR,152.0,76.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11094,11094,R361,2011-05-03,17:00:00,17,REGULAR,2485.0,1081.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11095,11095,R361,2011-05-03,21:00:00,21,REGULAR,1394.0,1185.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11096,11096,R362,2011-05-03,01:00:00,1,REGULAR,654.0,624.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11097,11097,R362,2011-05-03,05:00:00,5,REGULAR,55.0,32.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11098,11098,R362,2011-05-03,09:00:00,9,REGULAR,2609.0,581.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11099,11099,R362,2011-05-03,13:00:00,13,REGULAR,982.0,320.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11100,11100,R362,2011-05-03,17:00:00,17,REGULAR,1108.0,619.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11101,11101,R362,2011-05-03,21:00:00,21,REGULAR,851.0,701.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11102,11102,R363,2011-05-03,01:00:00,1,REGULAR,147.0,163.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11103,11103,R363,2011-05-03,05:00:00,5,REGULAR,74.0,18.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11104,11104,R363,2011-05-03,09:00:00,9,REGULAR,1645.0,120.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11105,11105,R363,2011-05-03,13:00:00,13,REGULAR,615.0,146.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11106,11106,R363,2011-05-03,17:00:00,17,REGULAR,642.0,358.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11107,11107,R363,2011-05-03,21:00:00,21,REGULAR,416.0,428.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11108,11108,R364,2011-05-03,01:00:00,1,REGULAR,889.0,1477.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11109,11109,R364,2011-05-03,05:00:00,5,REGULAR,562.0,1162.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11110,11110,R364,2011-05-03,09:00:00,9,REGULAR,2468.0,1637.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11111,11111,R364,2011-05-03,13:00:00,13,REGULAR,1310.0,1167.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11112,11112,R364,2011-05-03,17:00:00,17,REGULAR,2192.0,1742.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11113,11113,R364,2011-05-03,21:00:00,21,REGULAR,1249.0,2394.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11114,11114,R365,2011-05-03,01:00:00,1,REGULAR,138.0,178.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11115,11115,R365,2011-05-03,05:00:00,5,REGULAR,72.0,20.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11116,11116,R365,2011-05-03,09:00:00,9,REGULAR,1575.0,332.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11117,11117,R365,2011-05-03,13:00:00,13,REGULAR,607.0,147.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11118,11118,R365,2011-05-03,17:00:00,17,REGULAR,750.0,347.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11119,11119,R365,2011-05-03,21:00:00,21,REGULAR,407.0,528.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11120,11120,R366,2011-05-03,01:00:00,1,REGULAR,163.0,289.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11121,11121,R366,2011-05-03,05:00:00,5,REGULAR,118.0,54.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11122,11122,R366,2011-05-03,09:00:00,9,REGULAR,1919.0,246.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11123,11123,R366,2011-05-03,13:00:00,13,REGULAR,799.0,191.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11124,11124,R366,2011-05-03,17:00:00,17,REGULAR,1144.0,582.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11125,11125,R366,2011-05-03,21:00:00,21,REGULAR,532.0,717.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11126,11126,R367,2011-05-03,01:00:00,1,REGULAR,249.0,176.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11127,11127,R367,2011-05-03,05:00:00,5,REGULAR,112.0,30.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11128,11128,R367,2011-05-03,09:00:00,9,REGULAR,2413.0,213.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11129,11129,R367,2011-05-03,13:00:00,13,REGULAR,1101.0,139.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11130,11130,R367,2011-05-03,17:00:00,17,REGULAR,1129.0,434.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11131,11131,R367,2011-05-03,21:00:00,21,REGULAR,816.0,552.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11132,11132,R368,2011-05-03,01:00:00,1,REGULAR,148.0,995.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11133,11133,R368,2011-05-03,05:00:00,5,REGULAR,77.0,145.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11134,11134,R368,2011-05-03,09:00:00,9,REGULAR,2903.0,496.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11135,11135,R368,2011-05-03,13:00:00,13,REGULAR,922.0,482.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11136,11136,R368,2011-05-03,17:00:00,17,REGULAR,611.0,1295.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11137,11137,R368,2011-05-03,21:00:00,21,REGULAR,690.0,2342.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11138,11138,R369,2011-05-03,01:00:00,1,REGULAR,129.0,286.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11139,11139,R369,2011-05-03,05:00:00,5,REGULAR,27.0,66.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11140,11140,R369,2011-05-03,09:00:00,9,REGULAR,1476.0,430.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11141,11141,R369,2011-05-03,13:00:00,13,REGULAR,777.0,365.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11142,11142,R369,2011-05-03,17:00:00,17,REGULAR,826.0,579.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11143,11143,R369,2011-05-03,21:00:00,21,REGULAR,676.0,779.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11144,11144,R370,2011-05-03,00:00:00,0,REGULAR,164.0,423.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11145,11145,R370,2011-05-03,04:00:00,4,REGULAR,19.0,65.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11146,11146,R370,2011-05-03,08:00:00,8,REGULAR,470.0,7.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11147,11147,R370,2011-05-03,12:00:00,12,REGULAR,2567.0,334.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11148,11148,R370,2011-05-03,16:00:00,16,REGULAR,248.0,367.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11149,11149,R370,2011-05-03,20:00:00,20,REGULAR,495.0,1020.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11150,11150,R371,2011-05-03,00:00:00,0,REGULAR,152.0,344.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11151,11151,R371,2011-05-03,04:00:00,4,REGULAR,17.0,59.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11152,11152,R371,2011-05-03,07:13:23,7,REGULAR,289.0,12.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11153,11153,R371,2011-05-03,08:00:00,8,REGULAR,1740.0,180.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11154,11154,R371,2011-05-03,12:00:00,12,REGULAR,1850.0,285.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11155,11155,R371,2011-05-03,16:00:00,16,REGULAR,845.0,307.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11156,11156,R371,2011-05-03,20:00:00,20,REGULAR,616.0,787.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11157,11157,R372,2011-05-03,00:00:00,0,REGULAR,232.0,528.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11158,11158,R372,2011-05-03,04:00:00,4,REGULAR,42.0,76.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11159,11159,R372,2011-05-03,08:00:00,8,REGULAR,1933.0,135.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11160,11160,R372,2011-05-03,12:00:00,12,REGULAR,1812.0,262.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11161,11161,R372,2011-05-03,16:00:00,16,REGULAR,546.0,471.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11162,11162,R372,2011-05-03,20:00:00,20,REGULAR,760.0,1303.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11163,11163,R373,2011-05-03,00:00:00,0,REGULAR,227.0,412.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11164,11164,R373,2011-05-03,04:00:00,4,REGULAR,25.0,69.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11165,11165,R373,2011-05-03,08:00:00,8,REGULAR,939.0,75.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11166,11166,R373,2011-05-03,12:00:00,12,REGULAR,2201.0,306.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11167,11167,R374,2011-05-03,01:00:00,1,REGULAR,203.0,778.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11168,11168,R374,2011-05-03,05:00:00,5,REGULAR,75.0,131.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11169,11169,R374,2011-05-03,09:00:00,9,REGULAR,3249.0,660.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11170,11170,R374,2011-05-03,13:00:00,13,REGULAR,1034.0,727.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11171,11171,R374,2011-05-03,17:00:00,17,REGULAR,792.0,1164.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11172,11172,R374,2011-05-03,21:00:00,21,REGULAR,1150.0,3888.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11173,11173,R375,2011-05-03,01:00:00,1,REGULAR,280.0,533.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11174,11174,R375,2011-05-03,05:00:00,5,REGULAR,103.0,117.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11175,11175,R375,2011-05-03,09:00:00,9,REGULAR,1896.0,614.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11176,11176,R375,2011-05-03,13:00:00,13,REGULAR,824.0,509.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11177,11177,R375,2011-05-03,17:00:00,17,REGULAR,856.0,1295.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11178,11178,R375,2011-05-03,21:00:00,21,REGULAR,690.0,1524.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11179,11179,R376,2011-05-03,01:00:00,1,REGULAR,189.0,358.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11180,11180,R376,2011-05-03,05:00:00,5,REGULAR,70.0,121.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11181,11181,R376,2011-05-03,09:00:00,9,REGULAR,1666.0,609.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11182,11182,R376,2011-05-03,13:00:00,13,REGULAR,750.0,488.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11183,11183,R376,2011-05-03,17:00:00,17,REGULAR,712.0,834.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11184,11184,R376,2011-05-03,21:00:00,21,REGULAR,613.0,1283.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11185,11185,R377,2011-05-03,01:00:00,1,REGULAR,421.0,295.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11186,11186,R377,2011-05-03,05:00:00,5,REGULAR,89.0,44.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11187,11187,R377,2011-05-03,09:00:00,9,REGULAR,1555.0,816.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11188,11188,R377,2011-05-03,13:00:00,13,REGULAR,582.0,388.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11189,11189,R377,2011-05-03,17:00:00,17,REGULAR,3902.0,1300.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11190,11190,R377,2011-05-03,21:00:00,21,REGULAR,2116.0,815.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11191,11191,R378,2011-05-03,01:00:00,1,REGULAR,552.0,1368.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11192,11192,R378,2011-05-03,05:00:00,5,REGULAR,154.0,214.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11193,11193,R378,2011-05-03,09:00:00,9,REGULAR,3495.0,730.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11194,11194,R378,2011-05-03,13:00:00,13,REGULAR,506.0,244.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11195,11195,R378,2011-05-03,17:00:00,17,REGULAR,2470.0,2357.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11196,11196,R378,2011-05-03,21:00:00,21,REGULAR,1061.0,2650.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11197,11197,R379,2011-05-03,01:00:00,1,REGULAR,266.0,487.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11198,11198,R379,2011-05-03,05:00:00,5,REGULAR,103.0,147.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11199,11199,R379,2011-05-03,09:00:00,9,REGULAR,1643.0,407.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11200,11200,R379,2011-05-03,13:00:00,13,REGULAR,1007.0,387.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11201,11201,R379,2011-05-03,17:00:00,17,REGULAR,1038.0,762.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11202,11202,R379,2011-05-03,21:00:00,21,REGULAR,715.0,820.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11203,11203,R380,2011-05-03,01:00:00,1,REGULAR,320.0,379.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11204,11204,R380,2011-05-03,05:00:00,5,REGULAR,105.0,72.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11205,11205,R380,2011-05-03,09:00:00,9,REGULAR,2156.0,327.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11206,11206,R380,2011-05-03,13:00:00,13,REGULAR,1301.0,312.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11207,11207,R380,2011-05-03,17:00:00,17,REGULAR,1346.0,668.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11208,11208,R380,2011-05-03,21:00:00,21,REGULAR,848.0,941.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11209,11209,R381,2011-05-03,01:00:00,1,REGULAR,314.0,394.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11210,11210,R381,2011-05-03,05:00:00,5,REGULAR,143.0,76.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11211,11211,R381,2011-05-03,09:00:00,9,REGULAR,2429.0,228.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11212,11212,R381,2011-05-03,13:00:00,13,REGULAR,1291.0,242.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11213,11213,R381,2011-05-03,17:00:00,17,REGULAR,978.0,690.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11214,11214,R381,2011-05-03,21:00:00,21,REGULAR,823.0,1034.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11215,11215,R382,2011-05-03,00:00:00,0,REGULAR,315.0,1113.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11216,11216,R382,2011-05-03,04:00:00,4,REGULAR,59.0,266.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11217,11217,R382,2011-05-03,08:00:00,8,REGULAR,548.0,93.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11218,11218,R382,2011-05-03,12:00:00,12,REGULAR,3859.0,703.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11219,11219,R382,2011-05-03,16:00:00,16,REGULAR,1097.0,1155.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11220,11220,R382,2011-05-03,20:00:00,20,REGULAR,814.0,2620.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11221,11221,R383,2011-05-03,01:00:00,1,REGULAR,94.0,520.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11222,11222,R383,2011-05-03,05:00:00,5,REGULAR,87.0,72.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11223,11223,R383,2011-05-03,09:00:00,9,REGULAR,2450.0,153.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11224,11224,R383,2011-05-03,13:00:00,13,REGULAR,854.0,210.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11225,11225,R383,2011-05-03,17:00:00,17,REGULAR,646.0,829.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11226,11226,R383,2011-05-03,21:00:00,21,REGULAR,343.0,1530.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11227,11227,R384,2011-05-03,01:00:00,1,REGULAR,63.0,364.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11228,11228,R384,2011-05-03,05:00:00,5,REGULAR,69.0,59.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11229,11229,R384,2011-05-03,09:00:00,9,REGULAR,1731.0,140.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11230,11230,R384,2011-05-03,13:00:00,13,REGULAR,525.0,194.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11231,11231,R384,2011-05-03,17:00:00,17,REGULAR,369.0,682.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11232,11232,R384,2011-05-03,21:00:00,21,REGULAR,198.0,1257.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11233,11233,R385,2011-05-03,01:00:00,1,REGULAR,392.0,479.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
11234,11234,R385,2011-05-03,05:00:00,5,REGULAR,155.0,73.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
